## Torsion are defined with the following atomIDs:
# dihed1: ai= 2464 aj= 2463 ak= 2462 al= 2461
# dihed2: ai= 2463 aj= 2462 ak= 2461 al= 2460
# dihed3: ai= 2462 aj= 2461 ak= 2460 al= 2451
# dihed4: ai= 2452 aj= 2451 ak= 2450 al= 2448
# dihed5: ai= 2451 aj= 2450 ak= 2448 al= 2440
# dihed6: ai= 2450 aj= 2448 ak= 2440 al= 2441
# dihed7: ai= 2441 aj= 2440 ak= 2439 al= 2438
# dihed8: ai= 2439 aj= 2440 ak= 2441 al= 2442
# dihed9: ai= 2440 aj= 2441 ak= 2442 al= 2443
# dihed10: ai= 2441 aj= 2442 ak= 2443 al= 2444
# dihed11: ai= 2446 aj= 2443 ak= 2444 al= 2445
# dihed12: ai= 2444 aj= 2443 ak= 2446 al= 2447
# dihed13: ai= 2440 aj= 2439 ak= 2438 al= 2435
# dihed14: ai= 2434 aj= 2433 ak= 2432 al= 2431
# dihed15: ai= 2430 aj= 2425 ak= 2426 al= 2427
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6   dihed7   dihed8   dihed9  dihed10  dihed11  dihed12  dihed13  dihed14  dihed15
4136  -88.202 -166.406  170.032  109.673  161.150   13.950  -81.824   90.689  178.620  115.215  167.552  -92.881  140.561  130.434    1.761
4137  -54.928 -148.160 -178.093  106.886  173.913    9.204 -103.999   99.295  173.824  112.468  160.503 -155.485  163.509  146.962    1.336
4138  -61.100 -174.310  179.127   91.634  174.714   10.726  -84.721  101.833 -168.558  107.058  174.780  -90.225  144.176  -60.804  -17.350
4139  -87.216 -167.567 -164.666  119.203  156.452   12.889  -65.634   83.888 -172.292  144.246  155.488  -71.195  128.401  -64.461  -20.868
4140  -74.468 -168.442  172.211  113.606  174.712    0.026  -78.729   87.151  175.764  107.429  164.653  -41.643  155.010  -20.447  -84.022
4141  -53.608 -166.288  164.383  104.178  167.223   20.005 -100.570   80.586  178.637   78.283   90.233  -63.298  166.427  -55.759  128.372
4142  -97.901 -159.997 -172.795  106.498  179.519   20.236 -100.075   92.574  162.900   39.446   73.785 -154.067  115.683 -103.811   82.570
4143  -64.537 -158.809 -177.594  106.735  165.508   16.247  -89.435  100.029 -174.268   96.482   91.859 -156.511  124.952  -39.962  -58.332
4144  -58.133 -176.183  176.876   99.639  167.782    5.140  -82.133   90.474  170.303   81.708   62.317 -159.523  153.480  -43.071  -42.186
4145  -68.382  171.064  175.305  123.749  163.017    7.469  -77.691   87.826 -178.521  118.960  163.765  176.054  129.013  -38.525  -17.895
4146  -68.580 -166.966  175.420  102.999  156.482    2.327  -70.491   96.746 -177.512  123.907  160.949 -172.110  136.001  -42.242 -109.775
4147  -74.281 -177.454  159.527  105.647  156.921    4.246  -66.433   90.682 -166.567  161.285  168.124  -58.800  125.518   41.927  -63.591
4148  -91.022  175.705  177.297  112.423  165.372    5.982  -76.691   93.261  178.818  153.196  161.761  -64.725  123.234  -35.213  153.878
4149 -100.679  172.812  176.475  111.633  162.171   14.743  -82.629   84.798  177.352  146.577  151.593  -86.010  118.098   21.276 -122.511
4150  -45.973 -160.649  173.018   98.215 -179.857    4.220  -92.908   89.187 -166.901  165.551  158.497  -94.373  111.358  -44.445  136.773
4151  -81.722 -154.500  173.275  114.619  159.185   -2.403  -66.853   86.014  179.719  161.193  138.483  -67.726  118.736  -56.156 -149.842
4152  -86.960  176.135 -163.215  110.447  164.584   -8.464  -71.804   92.692 -168.950  162.012 -177.527 -121.255  126.299 -134.792   17.628
4153  -89.077  151.798 -169.753  108.083  162.131   10.360  -52.963  106.259 -159.385  139.936   95.236  -50.093  113.202 -111.214  123.184
4154  -92.305 -167.721 -174.793  110.104  148.826    3.690  -76.134   97.137 -161.754  163.002 -150.145  -76.847  127.934 -114.690  143.818
4155  -73.879 -178.261 -163.340  100.644  146.840   11.811  -72.330   99.427  169.118  141.155  161.789  -52.620  113.487  -39.211  119.236
4156  -85.593  168.980 -172.897  108.167  165.443   12.195  -90.781   96.993 -179.287  150.949  167.626  -82.078  124.106 -111.248    1.221
4157  -69.941 -164.336  179.952  107.149  171.578    7.712  -81.380   91.718 -171.654  173.563 -179.464 -127.074  129.234 -133.456   13.571
4158  -62.393  170.573 -178.130  127.864  153.745    3.596  -75.402   99.710 -178.093  163.840   73.793 -118.994  117.656 -166.488  134.684
4159  -80.798  172.927 -167.513  111.574  165.367   13.622  -75.541   93.619 -175.022  177.121  156.592  -64.485  115.634  130.406  -47.126
4160  -98.065  179.082 -164.643   96.191  167.720    5.017  -65.645   92.869 -175.580 -179.384  170.114 -137.253  106.729   34.615  -24.452
4161  -75.180  175.945 -177.760   88.051  169.395   -1.502  -71.228   88.724 -175.382  166.220  142.217  -64.679  107.317   45.762   16.223
4162  -79.236  178.214 -176.861  104.405  162.943    4.028  -79.057   98.499 -169.371  143.277  178.762  -64.614  125.203   54.778  132.704
4163  -87.990  177.471  177.257   91.105  174.167   14.290  -73.787   91.500 -169.628  164.801   64.407  -86.967  119.767   31.534  -99.814
4164  -49.376  176.639  173.729  111.458  174.535    8.775  -89.521   84.203 -165.777  162.538   50.977  -94.863  117.018 -122.816  -38.558
4165  -82.311  175.618 -175.059  114.993  158.944   15.728  -90.894   93.543  179.215  146.209   79.969  -85.801  130.104 -130.281  119.920
4166  -96.072 -178.600 -175.730  123.135  162.813  -21.506  -70.479   92.168 -177.732  157.892 -178.756  -44.658  117.236 -123.960  -61.268
4167  -60.230 -172.674  177.763  120.409  151.182    0.383  -75.838  103.468 -168.220  152.450  170.643  -74.043  134.633  -42.754 -120.218
4168  -65.389 -172.162  167.519  118.499  162.317   -4.656  -71.157   95.393 -163.563  140.637  -75.654  -83.362   94.987  -50.545  124.845
4169  -66.981 -155.320 -165.320  106.789  162.792   -3.526  -72.499   93.754 -152.607  165.349  -72.995  -53.225  111.126  -41.959 -104.987
4170  -71.657 -171.170 -172.023  111.035  152.489    0.102  -65.453   98.749 -174.674 -172.723 -175.776  -50.582  101.576   63.823  166.880
4171  -71.169 -162.925 -163.020  116.734  168.172   32.195 -110.513   94.470  177.680  175.840  148.583 -118.016  124.047  -56.199   -4.879
4172  -71.806 -168.689 -174.095  110.085  155.687   18.457  -88.119   89.874 -178.720  172.918  143.531 -127.655  136.655  -34.835 -171.772
4173  -60.821 -155.632  175.924   81.259  165.033    4.990  -81.926   78.346 -164.519  169.100  122.469  -80.058  127.316  -47.100  -96.283
4174  -75.957 -162.322  171.744  109.054  162.529   16.994  -89.685   92.300 -172.244  176.925   93.335 -117.170  175.457  -27.563  -79.548
4175 -101.468 -173.975 -174.372  124.272  163.618    1.446  -81.285   97.454  178.270  132.903   76.500  -96.278  115.987  135.773  -31.087
4176  -74.691  175.083  179.625  105.299  171.735    6.786  -80.623   73.761 -170.037 -177.406   62.031 -126.701  129.033   47.282  118.824
4177  -87.965 -173.403  175.843  121.775  179.897  -11.715  -83.511   92.260 -167.469 -169.402   55.686 -112.979  135.382   16.989 -177.786
4178  -77.812 -177.641  160.272   90.603  160.742   16.014  -85.172   92.007 -172.051   86.883   86.050 -159.266  132.360   57.387  -33.757
4179 -106.520 -168.630  178.561  119.171  168.859    2.359  -89.052   90.575 -177.248   93.114   78.023 -152.960  122.331   37.792 -132.107
4180 -111.463 -169.670 -171.220  105.318  162.537   14.987  -85.598   82.529 -178.951  107.119  159.024 -155.875  127.995   33.607   57.295
4181  -71.713  177.970 -173.863  102.473  157.438   22.439  -75.375   93.563 -162.170  167.591  152.262  -75.690  124.214   46.209   76.286
4182  -92.788 -171.606 -174.512  107.616  158.493    2.259  -80.862   90.289 -164.536   97.102   49.960  -97.968  130.100  -55.821   37.921
4183  -77.688  174.537 -163.882  122.031  167.806    0.220  -76.726   82.222 -175.729  132.582  171.180  -94.194  109.632  -39.973   92.898
4184  -94.069  179.042 -174.007   97.397  162.285   14.083  -76.317   96.206  175.128  151.094  171.484  -92.805  126.810  -34.454 -167.272
4185  -67.994 -176.190 -170.688  101.042  140.111   16.917  -62.516  104.052 -165.944  173.808  155.504  -59.391  100.145  -44.724  107.838
4186 -108.998 -147.323 -172.845  111.794  160.917   16.805  -80.620   88.884 -175.491  161.717  151.571 -102.735  106.665 -144.639    8.095
4187  -89.283 -172.439 -173.106   90.751  149.778    6.668  -69.536  101.295 -165.622  165.334  167.507  -76.052  105.419 -127.194 -141.976
4188 -102.128 -162.477 -165.328  115.531  163.177    7.850  -75.337   92.126 -165.061  131.637  -61.029 -166.481  118.877 -147.721   47.012
4189  -69.372 -174.590  158.211  101.301  158.577   15.392  -70.749  104.155 -176.636   71.505  -68.804  -74.502  140.749  116.039 -155.213
4190  -85.263 -161.301 -176.457   96.549  168.818   11.329  -86.048   96.358 -165.302   71.115  -47.421 -157.423  113.665   67.992 -149.279
4191  -72.416 -168.283  178.842   99.116  159.661    5.779  -64.358   97.438 -170.054   92.075  -64.952 -154.261  110.356  -43.058  113.526
4192  -56.126 -165.899  171.555   99.044  157.435    2.890  -69.757   94.619  177.168   55.343  -71.096  -62.029  128.537  -57.446  -53.626
4193  -76.564  174.506 -169.748  111.187  165.828    3.793  -71.380   83.137 -175.617   81.892  -75.976 -136.449  131.764  -28.359 -144.530
4194  -82.121  178.775 -175.013   96.959  165.588   16.347  -84.474   83.754 -175.597  125.632  -53.426 -161.876  110.983 -101.994 -111.093
4195  -72.253 -174.421  176.590   91.821  168.242    9.627  -88.217   98.100 -177.171  136.744  -88.676 -165.773  115.784 -144.502    6.840
4196  -79.746 -175.883 -174.549  102.828  148.372   -0.214  -65.279  102.239 -169.028  137.313  -79.502 -141.957  103.000 -145.724 -127.606
4197  -75.443 -163.828  168.489  122.379  150.381  -11.467  -64.928   99.182 -162.663  144.539  -59.739  -69.406  108.920  -43.435 -121.080
4198  -88.405 -162.479  162.717   94.523  158.398    8.569  -65.634   98.261  175.925   40.022  -64.142  -42.201  100.198  -43.535  -26.303
4199  -93.993  162.109 -177.221  108.136  161.245   17.641  -74.626   91.494  166.917   41.499  -59.225  -52.760  106.689   11.818   70.215
4200  -62.245  179.727  176.831  104.743  170.512   25.606  -93.768   87.128  178.055   60.068  -55.166 -163.704  120.293   39.242  105.327
4201  -78.077 -177.052 -173.297  102.395  174.468   -7.071  -72.894   76.847  166.721   90.619  -66.238  -49.045  122.598 -134.291  155.010
4202  -43.728 -176.965  171.357   82.692  165.007   12.335  -80.349   85.251  173.102   42.415  -70.142  -73.877  139.131  162.590 -122.606
4203  -80.326  174.924  177.025  104.664  162.246    6.620  -79.532   82.457  157.485   70.021  -73.945  -57.761  135.556 -145.658  117.709
4204  -93.040  179.008 -177.913  109.016  157.439   12.104  -69.561   94.109  179.632   51.664  -73.905  -52.190  117.254 -152.648   -2.323
4205  -61.819  179.763  168.888  126.287  155.586   -4.336  -77.188   98.485  175.775   44.683  -88.320 -160.971  126.876  140.678    5.512
4206  -83.492 -169.857  178.638  111.828  153.930    3.168  -63.143   96.686 -179.772   43.014  -70.113 -165.328  117.474   26.663 -110.949
4207  -83.607 -175.242 -172.615  112.687  165.048   -9.514  -74.916   82.720  170.869   62.205  -70.448 -168.112  120.872   74.419   73.546
4208  -53.991 -163.676  166.979  101.274  173.531   -3.222  -84.355   98.022  144.062   57.520  -61.925 -157.381  114.281   30.697   50.304
4209 -101.509 -162.160  177.615  102.865  147.824   14.293  -73.655  102.269  171.607   30.470  -57.207 -165.969  102.205   58.267 -117.943
4210  -68.696 -176.574  175.340   99.961  154.025   -6.250  -58.092   88.424  175.702   51.431  -77.248 -175.460  101.838   31.227  -41.239
4211  -56.021  177.782  178.968  112.653  163.311   10.166  -78.038   95.566 -171.470   82.584  -48.479 -158.677  107.483   25.476  -31.345
4212 -103.277  167.416  165.050  102.105  171.849   -7.429  -74.519  103.492 -177.694   94.595  -39.369 -170.240  132.226  -32.810 -156.345
4213  -80.025 -173.776 -179.214  112.861  147.444    3.303  -60.130   93.215 -179.594   62.851  -72.464  -66.300  128.780  -69.571   54.485
4214  -71.869 -171.882 -175.453  117.936  169.343   -2.227  -86.719   92.159 -163.503  142.666  -71.370  -54.058  104.384  -36.480   -9.925
4215  -92.808  176.100 -175.108  102.963  162.464    4.195  -75.317   98.400 -173.567  154.013  -95.675 -105.913  116.358  -36.615 -126.124
4216  -74.691 -173.269  175.737  107.251  150.573    8.013  -69.978   98.825  175.752  153.010  -65.863  -61.214  117.931  -38.930  159.340
4217 -108.889 -172.575 -179.976   91.911  164.322   -1.756  -70.034   94.439 -165.866  149.571  -76.386  -68.268  102.518   49.791  166.919
4218  -77.419 -159.629 -164.646  103.814  161.358    4.443  -83.103   89.437 -173.245  162.383  -67.116  -50.057  116.789  -30.307  110.221
4219  -89.353 -176.078 -173.894   99.712  147.438    5.844  -70.242  110.409 -156.724  114.387  -66.955 -146.613  132.909  127.259   71.848
4220  -77.394 -169.944 -178.139  103.661  144.504   12.195  -70.210  102.103 -164.006  155.771  -76.492 -125.854  103.778  161.840  -59.794
4221  -81.527  167.602 -172.389   95.021  157.783    2.430  -66.682   95.575 -171.716  151.776  -75.573  -82.087  112.693  -33.070 -117.557
4222  -51.988 -174.387  159.234  101.790  163.754    1.598  -63.100  104.433  178.845  150.274  -72.383  -71.924  121.572  -68.627  -79.613
4223  -89.487  176.396 -167.077  102.593  158.756    3.722  -61.491   99.671 -163.565  165.901  -58.068  -49.843  112.660  126.625   89.502
4224 -113.156 -174.291 -175.073  105.359  173.722    2.068  -61.742   96.739 -168.723  153.191  -75.124  -69.225  117.463  -50.939  -81.647
4225  -86.247  174.454  170.622  113.704  162.884    4.235  -59.553   91.306 -165.454  161.201  -47.128  -52.895   98.508  -39.566  -43.922
4226  -95.744  179.703 -178.614  105.602  171.117   12.936  -87.468   72.421 -175.292  163.388  -56.528 -125.995  164.814  -47.370 -169.363
4227  -53.859 -144.547  174.183  122.901  163.935    9.274  -77.028   93.404 -173.673   55.261  -66.747  -79.996  107.450  -49.160  147.035
4228 -100.950 -161.578 -163.100   92.199  165.747    9.899  -69.596  100.871 -172.053   79.014  -66.935  -43.606  105.309   22.464  -11.901
4229  -87.708  178.413  173.629  102.454  169.755   19.830  -86.524   87.165  169.032   61.598  -66.615  -74.688  107.489   51.921   60.067
4230  -93.918 -172.010  179.808   96.395  150.650   13.024  -53.420   90.133 -177.720   88.718  -62.886 -148.433  110.429   35.580   18.925
4231 -111.376 -141.027 -161.835  115.063  169.927    5.116  -78.481   94.537 -179.802   74.108  -74.969 -149.832  131.593   21.455  104.960
4232  -90.708 -173.572 -172.831   97.995  174.150   12.670  -81.482   93.250  175.137   78.738  -48.784 -143.558  128.496   42.607  -39.986
4233  -95.016 -178.939 -174.119  105.254 -179.401    3.278  -89.059   86.841 -170.464  120.996  -71.500 -160.177  118.618  134.570   68.772
4234  -62.069  177.674  162.775  109.084  152.591   20.965  -97.438   92.839 -179.817   69.287  -84.174  -70.179  169.045  145.457   97.777
4235  -83.791 -177.523  174.853  106.871  164.744   12.002  -88.092   91.327  167.989   40.858  -78.165 -178.004  130.662  152.449  -86.640
4236  -48.944  175.855  163.852   96.169  169.253    0.699  -95.115   86.235 -176.325   67.001  -67.557  -78.167  138.103 -146.474  173.748
4237  -84.729 -168.841  179.432  103.905  175.757   11.636  -81.839   68.470 -178.772   97.155  -62.741 -137.886  127.989  136.412  -12.351
4238 -114.419 -164.493 -154.281  103.624  168.504    7.457  -83.179   93.321  165.208   72.097  -75.236 -148.051  119.374 -162.758  100.613
4239  -81.589 -171.272 -174.939  100.070  155.376    7.504  -70.058   95.207 -179.146   67.574  -66.117 -159.208  133.328 -130.907 -164.648
4240  -67.441 -164.488  166.353  107.495  174.134    7.141  -90.961   74.986 -173.702   54.215  -48.805 -130.758  157.350  149.427 -142.393
4241  -91.473 -163.624 -174.611  106.987  159.072    8.237  -71.283   92.551  171.918   65.077  -74.618  -78.659   98.599 -142.367  142.234
4242  -92.766 -161.583 -167.978  107.680  157.964   14.704  -84.230   89.706 -162.851   66.547  -62.287  -65.263  149.290 -134.374 -128.748
4243  -97.043 -171.721 -154.308  111.240  168.179   13.021  -80.533   96.731 -178.138  141.338  -70.975  -85.677  128.149  153.398  -31.212
4244  -74.218 -175.954 -178.305  110.318  153.243    8.066  -70.892   98.958 -177.275  164.448  -59.618  -92.199  111.918 -139.358  132.627
4245 -104.261 -151.431 -160.977  121.042  151.569   -0.223  -69.828   98.366 -160.840  165.175  -68.057  -63.724  122.887 -142.148   19.431
4246  -63.282 -166.419 -179.781   99.039  145.306    9.047  -60.156  103.533 -174.218   93.633  -60.628 -155.731  120.164 -146.513   46.434
4247  -97.941 -175.489 -178.497  111.225  144.356   10.171  -73.929   99.700 -162.690  171.074  163.776  -91.577  123.710 -141.972  142.093
4248  -95.147 -158.795  177.788  125.297  155.908    9.208  -90.517  104.896 -172.799  172.526  168.147 -115.864  122.491  -90.221  -68.491
4249  -53.473 -176.258  173.182  106.776  165.225   10.968  -95.771   87.059 -164.848  165.644  102.362  -48.407  170.518  132.781   64.456
4250  -84.622  178.489 -173.191   91.947  172.568   12.222  -87.438   88.068  179.294  166.574  163.506 -118.281  142.779  129.398  -14.754
4251  -64.645  179.434  175.359  115.632  145.964   15.052  -69.966  109.362  169.232  141.733  156.034  -67.344  120.270 -103.352   15.383
4252  -87.182 -165.739  169.534   99.278  152.909    7.882  -70.495   95.927 -172.393  172.959  162.049  -91.485  117.162   37.995  -31.207
4253  -97.458 -135.847 -175.320   97.144  149.316   20.445  -83.965   98.556 -172.617 -144.669  174.644  -67.851  121.184   25.907  -82.386
4254 -111.811  177.687 -167.831  104.414  158.310    9.717  -66.297  112.875 -151.942  149.109  168.716  -82.325  123.355   36.568   54.735
4255  -78.627  179.028  178.797  107.330  176.484   17.096 -102.972   89.263 -170.897  148.121  161.415  -63.517  113.553   32.952   43.333
4256  -68.397 -169.632 -158.418   96.098  154.723    8.344  -65.583  102.989 -175.077  156.811  165.062  -85.752  121.049   36.869 -127.795
4257  -77.858 -166.379 -179.165  109.789  152.610   21.036  -82.120   99.322 -163.119  130.309  171.742  -67.824  142.469   59.132  -82.470
4258  -83.734 -148.469 -162.835  124.489  140.503    8.369  -66.101   96.329 -179.754   86.442  177.072  -70.449  129.336  -37.704   61.163
4259  -62.848 -168.658  179.290  107.935  164.266   13.791  -83.902   89.930 -179.859  110.926  175.813  -71.315  143.776 -161.299   70.138
4260  -95.431 -155.619 -176.166  104.246  169.863    0.985  -69.420  101.834 -172.311   77.551   86.068  -80.567  109.444 -163.366  -16.337
4261  -92.582 -178.781  170.400  114.395  159.879   -0.386  -67.691   98.983  175.598   60.620  102.200  163.250  104.905   47.658  -10.606
4262  -85.045 -177.460  174.664  118.747  169.650   -2.757  -79.113   95.068 -161.953   81.852   86.905 -153.605  107.995   41.287 -163.474
4263  -95.093 -146.661 -170.494  116.216  172.569  -13.220  -72.748   94.565  177.993  160.450   59.867 -114.814  112.643   36.717  -43.181
4264  -99.022 -160.109 -166.628  100.825  160.481   30.686  -92.132   94.517 -176.464  166.089   82.114 -112.031  103.598  118.870 -120.301
4265  -72.467 -172.524 -168.282   98.228  170.307    8.160  -87.049   72.424 -163.467  110.116   93.155 -148.623  121.544  127.086  135.486
4266  -67.111 -172.808  170.169  106.369  159.686   12.740  -78.975   84.373  179.169  169.175   65.844 -119.446  147.659 -105.142  157.590
4267  -83.468  179.501 -167.133   92.781  162.899   12.827  -75.048   92.163  172.652  158.631   63.764 -111.159  105.751  -38.417  150.564
4268 -105.181 -149.076  173.281  115.207  168.535    1.035  -83.547   82.015 -170.966  154.058   51.080 -113.622  125.179  -51.943  175.254
4269  -94.538 -146.265 -178.315  101.517  160.277   22.853  -90.500   90.117  172.055  167.218   53.600  -93.679  116.818  -23.463    5.917
4270  -68.300  176.191 -177.605  109.076  164.869   15.291  -94.426   98.325 -163.034  161.667  137.524  -76.004  133.650 -132.627   60.044
4271  -98.681  170.484  165.755  106.372  173.855   -4.369  -79.362   93.824 -167.077  163.672   81.171 -125.238  110.726 -133.379  -87.843
4272  -56.412 -168.494  171.488  113.324  169.920   18.258  -91.396   90.716 -164.363  163.954  128.263  -82.774  134.230 -144.934  123.568
4273 -105.395  174.618 -173.481  106.968  177.053    6.838  -88.347   93.071  178.933   98.981  154.526 -146.672  126.562  -83.547  111.621
4274  -79.429 -178.281  178.271  103.416  176.765   11.723  -96.338   82.471  176.161   81.368  100.231  -79.137  102.036   87.185 -131.492
4275  -79.881 -170.399 -179.646  104.408  164.162   16.104  -76.868   87.224  174.651  142.777  158.364  170.322  121.365   88.945   99.261
4276 -105.620 -171.448  177.274   98.242  169.725   16.734  -80.014   87.599 -176.511  114.488  179.665 -162.100  124.283   51.489  -39.796
4277 -113.621 -171.169 -179.184  114.026  172.216   -3.019  -68.213   95.846  177.019   78.280  135.553  -77.997  118.478   24.417  -88.322
4278  -76.335 -167.048  156.241  125.671  177.600   -5.992  -75.614  102.418  177.419   87.694  105.554  -67.935  114.943   45.242 -111.895
4279  -66.094 -166.951  172.087   94.690  174.587    7.856  -79.732   89.731 -167.701   72.588  110.342  -59.364  138.670  -32.464  122.803
4280  -58.995 -176.298  177.555  112.500  154.352    2.041  -78.552   94.448 -168.712   82.870   71.647  -75.137  107.050   23.704  132.569
4281  -83.885 -169.802  170.174  110.458  159.697   -2.367  -74.146   89.538 -175.312   66.452   97.528  -56.079  118.220  -38.400  -43.773
4282 -101.075  177.546 -149.862  115.884  165.903    3.348  -80.560   81.785 -174.984   47.100   53.693  177.553  113.339   34.917  159.244
4283  -74.046 -159.182  170.841   99.206  161.361    1.696  -62.907   91.000  175.281  126.686  157.646 -176.092  103.167  -41.674  128.624
4284  -39.847 -167.229  172.242  104.735  160.321    6.618  -89.819   91.868  175.258   83.777   71.528 -150.769  129.242  -47.463  141.010
4285  -44.462 -151.171  165.729  108.187  162.431    2.058  -70.785   97.199 -165.626  152.803  152.369  165.817  127.593  -47.275   27.399
4286  -85.684 -178.296  173.968   97.566  162.082    0.789  -77.463   96.762 -178.627  124.996  157.515 -162.374  127.018  -52.366  149.921
4287 -113.747 -174.792 -169.027  106.333  176.067    9.697  -92.024   92.261  174.501  110.432 -177.161 -160.257  103.668  -35.327 -162.181
4288  -83.897 -174.629 -178.268  115.622  156.483    8.185  -67.766   88.522 -159.353  167.002  148.306  -85.613  126.141  -60.708   81.209
4289  -46.108 -160.149 -170.018  108.717  136.603   11.439  -64.907   98.033 -163.772  166.542  106.835  -46.307  119.428  -35.785 -160.279
4290  -72.817 -178.310 -171.453  108.862  149.797   15.765  -78.113   90.898 -158.411  177.816  160.840 -132.855  123.467  -50.968    2.491
4291 -126.674 -159.585  165.088   89.319  161.749    9.778  -88.304   86.952  178.869  167.065  169.262  -99.255  136.603  -30.000   58.113
4292 -103.375 -161.013  161.069   80.033 -165.340    8.016  -81.470   98.629 -168.523  160.356  169.607  -81.905  124.429  -48.506   87.999
4293  -62.891 -167.010  165.053  114.122  152.368    0.647  -76.953   95.274 -163.286  161.857  175.346  -70.870  113.861  -52.075  103.238
4294  -51.794  166.082  172.551  116.455  156.577    1.666  -75.414   96.683 -165.479  177.407  165.330 -100.546  125.529  -43.140 -158.113
4295  -56.709 -171.213 -176.664   93.921  158.447    6.761  -55.878   95.567 -172.036  143.665  167.445  -72.150  115.263  -47.674   76.173
4296  -68.808  178.394  162.257   94.504  152.602   10.164  -68.886   92.602 -165.417  173.098  174.571 -109.346  117.511  -40.232    5.786
4297  -77.556  176.501 -170.075  105.314  165.968   12.262  -85.361   98.128 -170.588  170.576   80.463  -67.709  118.262 -126.136   37.653
4298  -71.172  168.737  171.683  117.316  159.565  -11.469  -72.927   98.990 -177.866  179.201  163.188 -113.005  111.256 -130.296   80.333
4299  -57.362 -158.542  173.945  116.068  161.795    2.722  -83.125   97.405  179.410  174.078  157.780 -118.333  117.738 -111.362  -72.691
4300  -77.810 -178.983 -147.152  109.662  159.600   -1.660  -73.749   90.743 -170.472 -170.508  177.048  -59.638  115.689  -35.698   45.703
4301  -61.534 -179.217 -175.096  111.106  164.862   -3.424  -75.259   89.638 -163.187  169.644  149.691  -72.885  117.724  -33.750  -23.199
4302  -71.111 -176.484 -174.237  102.976  160.643   -3.057  -64.220   89.204  177.420  162.642 -179.976 -119.722  137.026   39.789  -30.920
4303  -97.612 -167.584  178.297  111.479  165.855    3.390  -93.110   88.087 -173.493  169.805   69.204 -116.292  141.551  -41.612  146.269
4304  -74.901 -157.061  173.656   92.222  153.658   15.929  -76.123   91.619 -174.453  176.288  158.851  -51.355  122.192  -38.495  101.042
4305  -88.655  172.990 -176.035  106.437  172.083    6.368  -87.910   93.541  177.101  167.345   69.689 -112.214  134.842   29.708   59.144
4306  -43.634 -166.309 -176.266  114.184  154.533    9.198  -67.383   90.656 -172.546  174.385   70.102 -125.588  106.512   70.412   43.679
4307  -86.422 -166.504  174.763   96.805  168.369    9.337  -77.597   88.966 -169.675  169.920  162.388  -85.538  117.807   33.296  140.503
4308  -74.799  179.011  174.590  114.437  158.659   -5.696  -64.488  101.943 -155.413  171.224  148.960  -70.967  114.295   49.708  -55.700
4309  -90.539  175.855 -171.215  116.713  155.648    5.064  -62.829   99.062 -171.424  173.078  169.808 -124.772  110.980   34.230  -58.615
4310  -61.239 -156.600  179.080  100.757  155.300   -2.730  -67.394   97.542 -175.426  164.470  175.063  -88.407  115.143   35.994  -32.394
4311 -110.396 -179.315 -174.715  102.322  172.016    8.598  -71.326   92.264 -168.579  159.326  156.972  -92.518  100.286   34.594  142.775
4312  -37.957  164.656  164.823  101.561  172.655    1.934  -85.501   77.626 -179.479  161.276  145.600  -67.935  129.473   34.581  158.511
4313  -88.461 -173.991  173.600  123.736  170.111   -9.467  -86.825   89.412 -179.194  129.992  158.441  -60.513  103.387  -43.509  -61.563
4314  -74.910 -174.167 -179.083  101.609  166.255   21.969  -85.433   82.701  176.637  152.452  147.250  -87.549  145.805 -147.389  -50.284
4315  -72.500 -175.624  170.764  109.672  179.706    0.559  -84.180   78.761 -172.078  112.476  171.532  -70.683  132.176 -146.972   37.646
4316  -68.243 -175.592 -179.706   92.540  169.690   20.357  -94.235   86.217 -161.138  102.653  172.123 -171.946  140.950 -140.520   44.607
4317  -87.427 -164.535 -171.944   95.006  172.164   15.799  -81.020   80.828 -179.487  117.616  175.886 -157.141  119.681 -119.769 -172.427
4318  -75.604  173.562 -156.398  103.368  164.623   17.116  -65.498   88.604 -179.001  165.051  148.997  -81.397  128.645  144.588  -92.890
4319 -106.813 -175.265 -175.651   95.826  164.390    1.380  -64.184   91.282  172.272  148.876  170.370  -85.536  121.315  164.814  101.426
4320  -80.238  172.950  178.477   92.539  170.116    3.349  -67.204   99.601 -170.875  149.356  151.536  -94.156  128.094  140.349 -111.708
4321 -121.803 -177.595 -167.680  108.702  164.881   11.873  -62.426   93.498 -177.344  166.998  173.958  -42.513  125.708  132.558 -162.287
4322  -74.172 -163.801  179.753  106.066  163.542   16.436  -69.680   98.446 -163.759  164.352  159.025  -79.598   95.992  117.848  157.313
4323  -90.917  178.487 -174.613   98.130  168.712   -3.414  -62.605   91.300 -169.969  162.069 -178.892  -71.149  104.776 -156.135   43.154
4324  -76.207 -170.742 -177.126  111.637 -177.435    4.098  -84.330  100.491 -161.416  168.346  156.572  -56.157  105.731 -146.634  116.886
4325  -84.789 -178.664 -176.017  118.772  174.888    0.247  -91.462   83.392 -174.017  165.011  159.536  -85.702  133.700 -153.527 -126.489
4326  -87.197 -168.946  177.672   98.515  176.652    8.273  -86.249   98.251 -169.619   86.989  102.915  -74.829  132.627  151.958 -170.041
4327 -111.355 -165.739 -165.379  100.144  159.717    6.679  -72.749   86.432  175.916   82.236   71.987 -150.874  109.156 -134.497  169.070
