## Torsion are defined with the following atomIDs:
# dihed1: ai= 2447 aj= 2446 ak= 2444 al= 2443
# dihed2: ai= 2446 aj= 2444 ak= 2443 al= 2442
# dihed3: ai= 2444 aj= 2443 ak= 2442 al= 2448
# dihed4: ai= 2442 aj= 2448 ak= 2449 al= 2450
# dihed5: ai= 2450 aj= 2449 ak= 2451 al= 2452
# dihed6: ai= 2449 aj= 2451 ak= 2452 al= 2453
# dihed7: ai= 2451 aj= 2452 ak= 2453 al= 2455
# dihed8: ai= 2456 aj= 2457 ak= 2458 al= 2459
# dihed9: ai= 2457 aj= 2458 ak= 2459 al= 2460
# dihed10: ai= 2458 aj= 2459 ak= 2460 al= 2462
# dihed11: ai= 2441 aj= 2440 ak= 2439 al= 2438
# dihed12: ai= 2440 aj= 2439 ak= 2438 al= 2437
# dihed13: ai= 2434 aj= 2433 ak= 2432 al= 2431
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6   dihed7   dihed8   dihed9  dihed10  dihed11  dihed12  dihed13
4039 -160.123 -167.115  125.325 -107.356  177.360  177.277  133.878    9.842   81.478   46.721  -69.787 -160.180   15.091
4040  171.505  179.769 -175.742 -103.834 -171.266  178.810   80.387   12.939   64.712  135.172  -65.447  178.399   37.986
4041  173.056  176.057  129.705  -68.765  161.310 -172.456   77.794    2.481   91.413  -61.382  -55.011  177.434   32.234
4042 -161.886 -177.756  138.050  -60.717  154.727 -178.274  146.560   45.103   62.566  -82.826  -62.156 -173.123   47.112
4043  127.378  173.401  115.144  -24.955  -89.051  177.138   70.278   23.734   85.733   83.691  -46.277 -174.518   18.256
4044 -168.250 -160.952  129.288  -62.783  -64.090  178.135   85.308   -0.666   87.484   64.019  -50.161  175.897   34.373
4045 -179.171  176.469  165.516  -47.761  -70.657  179.293   86.608   13.754   63.815  128.414  -30.395  160.599   30.163
4046 -126.275 -179.368  139.405  -69.105  -60.486  172.192   74.668  -20.221   90.697 -169.144  -64.974  178.592   29.942
4047 -101.395 -178.264  136.717  -63.787  -70.562 -175.257   65.498   15.222   91.065 -157.089  -71.742 -177.038   14.283
4048  152.846  169.332  146.667  -59.408  -53.956  178.316   63.672    8.395   63.015  -99.548  -49.666 -169.143    6.196
4049  174.653 -177.264  128.830  -81.670  -36.119 -166.085   41.872   14.347   68.627   21.301  -43.590 -179.774    8.268
4050  158.499 -178.723  165.094  -90.093  -61.757  174.202   64.526    4.112   81.608  159.093  -50.873 -173.220    0.469
4051 -177.964 -177.704  133.165  -55.016  -62.053 -171.449   77.773   31.823   83.773  140.838  -32.299  168.089   14.419
4052 -153.657 -170.260  167.069  -64.520  -72.782  168.368   73.331   19.511   65.907  138.074  -44.225  179.385    4.299
4053  141.189 -173.275  153.828  -68.292  -64.240  175.054   91.970   10.229   74.229  144.680  -51.172 -178.869  -10.055
4054 -175.930 -177.862  154.894 -100.494  -46.364  168.519   87.952    2.006   88.775  175.440  -35.756  170.723    9.068
4055  140.039 -155.618  137.848  -74.124  -59.868  174.562   82.599   -8.776  107.732 -179.965  -57.946  173.368   24.982
4056 -177.532 -172.219  158.563 -128.691  -80.431  166.807  131.555   -0.320   93.272  -50.783  -46.252 -165.581   24.069
4057  119.926  156.182  161.063  -67.045  -70.019 -173.312   68.822  -15.925   78.134  116.914  -62.491 -170.996   28.832
4058  145.542  179.280  165.410  -79.046  165.672 -166.389  162.904  -32.233   84.348   21.396  -56.506  173.941   35.833
4059  165.757  177.557  159.410  -84.895  151.809 -166.403   81.691    4.364   75.773 -106.648  -66.696 -171.497  -13.105
4060  175.147 -177.040  136.938  -71.949  159.725 -173.330   73.118   22.164   60.745   20.281  -58.642  174.152   23.169
4061 -133.059 -177.955  115.611  -91.830  174.222  179.530   85.229   -0.457   81.744  -16.182  -51.016 -174.101   11.692
4062  140.925 -174.302  173.314 -100.744  174.896 -174.819   75.386    9.988   80.367   59.431  -55.719 -167.430   24.025
4063  165.766 -170.131  145.849  -90.884  172.581  172.914   71.328   16.059   63.303  -76.374  -70.785 -159.559   13.527
4064  170.246  160.859  147.746  -78.301  167.873 -171.064   65.857   28.862   72.816  143.803  -79.464 -165.251   30.966
4065  155.001  177.209  165.269  -90.563  175.297 -170.324   76.726   25.643   73.986   12.526  -47.772 -175.827   18.940
4066  158.594 -176.584  173.802 -123.209 -171.146 -178.568  150.131   -0.281   76.317  138.896  -66.360 -178.755   36.559
4067 -170.244 -164.208  148.984  -78.319  149.946  172.723   71.536   43.294 -149.388   70.066  -60.003 -179.496   20.468
4068  170.208  178.565  142.293  -82.925   71.754  172.757  103.399   11.071   88.559  -73.045  -62.020 -170.299    6.730
4069  177.752 -161.446  141.131  -87.107  135.995 -165.025   90.343   10.218   85.250  -66.208  -52.370 -178.616   28.838
4070  173.644 -171.255  133.565  -70.597  158.397  175.766   60.679   -2.795   86.980  167.724  -37.591 -173.987   10.658
4071  154.948  174.953  150.898  -80.838  179.650 -169.229   78.572    9.115   80.103   13.265  -48.221  173.464   34.269
4072 -160.363  177.697  157.137  -83.964  179.338 -172.881   91.493    1.985   87.410  -31.752  -61.703 -174.506   23.119
4073  143.037  168.376  169.877  -72.432  157.348  175.808   79.518    4.667   77.346   27.335  -61.376 -175.212   19.234
4074 -148.513 -174.987  121.783  -83.985  176.297 -157.101  167.597  -13.691   92.394    7.381  -51.948  158.786   57.456
4075  138.477 -179.628  156.977  -84.936  161.617 -161.394  111.660    0.996   92.822   69.030  -55.431  168.729   34.172
4076 -153.586 -171.781  122.730  -76.632  159.424 -172.960   78.733   10.154   73.920  -14.575  -49.180  165.561   40.306
4077 -167.358  177.509  127.699  -84.516  168.954  168.728   82.128   -6.616   75.133    2.876  -39.713  156.591   38.305
4078  161.005  170.577  153.371  -88.602  166.575 -164.994   88.309  -13.356   99.121 -116.845  -63.166 -170.374   28.490
4079  176.256 -177.653  175.298  -68.380  152.369 -179.034   75.403    6.900   53.981  127.472  -58.264  171.149   45.084
4080 -154.094 -171.116  131.056  -74.221  155.630 -174.307  147.213  -30.429   85.220    5.973  -51.412 -179.920   34.624
4081  170.681 -177.303  142.845 -105.653  167.104 -172.450   59.643   15.184   68.344  -17.638  -34.925  161.165   34.288
4082 -169.248 -171.816  135.977  -97.310  159.099  165.826   67.084  -25.372 -159.529 -106.745  -57.941  179.713   49.421
4083 -176.452 -169.494  141.462  -69.484  161.454 -156.211 -176.016  -18.177  -98.687  -92.271  -49.168  177.595   28.910
4084 -163.730  177.281  143.776 -102.485 -173.845  179.275  158.739  -15.336  -80.198 -140.629  -66.570 -174.965   26.460
4085  169.172 -169.390  148.268  -79.081  171.321 -164.093   66.229  -21.420  -72.670  -65.873  -67.469 -166.938   23.654
4086 -151.694  177.152  139.553  -97.400  163.754 -177.071  170.765  -21.681  -58.076  110.348  -65.181 -177.501   32.501
4087  130.132 -174.294 -175.059 -113.231  178.827 -169.619 -170.882   17.342  -99.963  -30.145  -36.753  158.355   27.854
4088 -156.682  172.057  156.408  -95.328  162.224  166.250   60.140  -20.714  -63.335  105.199  -58.665  168.037   28.682
4089  176.619  168.483  168.193 -106.140  173.839 -177.817   84.226  -18.138  -84.626   64.879  -68.137  170.669   27.570
4090 -171.285 -179.088  161.606 -104.613  166.030 -174.646  164.234   19.732  -88.394   85.333  -57.725  167.504   20.407
4091 -176.592  179.820  146.871 -100.332  171.868 -177.441  172.728  -32.460  -75.122  -60.845  -62.351 -174.765   27.123
4092 -161.064  172.802  138.758  -70.226 -137.193 -163.137   96.612    9.752  -73.510    8.904  -44.973  168.355   26.185
4093 -158.012 -175.726  154.739 -102.520  -66.374  174.891   77.261   -5.677  -72.272   95.593  -50.588  175.606   19.413
4094 -140.319  169.277  165.782  -82.277  -52.079  179.580   87.269  -26.606  -70.146   28.145  -71.695 -166.582   32.254
4095 -161.248  153.407  145.308 -112.039  -75.953  165.466   65.476    6.857  -86.571   61.897  -56.569  178.604   30.561
4096  156.600  163.395  142.901  -64.166  -60.219  173.621  139.151   12.747  -92.388  172.040  -48.805 -174.471   26.187
4097 -172.874  172.384  141.381  -43.068  -44.387  178.716  157.479    6.494  -91.917   39.846  -54.684 -172.101   34.104
4098 -130.776 -165.695  129.876  -69.440  -68.738  162.223  151.540   -6.247  -68.076    2.727  -33.715  164.824   36.465
4099  159.657 -175.082  142.671 -126.994  -93.378  179.020  148.576  -11.752  174.812 -165.032  -25.522  151.372   41.437
4100 -158.797 -168.697  135.457 -129.172  -71.868 -176.886  162.334   -4.952  -83.467  157.035  -34.968  170.959   21.184
4101 -177.757 -178.579  147.680  -90.257  -76.281 -177.267  156.865    8.233  -76.365    0.540  -70.375 -170.191   38.098
4102  149.817 -170.781  135.630  -45.465  -89.114 -170.385  150.907   17.028  -86.577 -122.117  -58.059 -171.422   26.840
4103 -175.412  167.571  157.710 -108.473  -49.323  169.280  165.856   -3.014  -66.230   -8.001  -76.862 -166.183   38.820
4104 -168.762  161.625  156.486  -78.409  -53.075  168.223  157.136  -23.286  -77.374   87.818  -63.524  166.071   13.946
4105  153.255  170.695  174.598 -114.869  -50.178 -151.555  171.489    2.078 -116.484   65.585  -63.099  163.341   33.648
4106 -178.575 -156.903  155.666  -55.788  -59.480  176.777  132.718  -24.363  176.374   70.088  -49.063  147.717   54.332
4107 -151.473 -170.375  148.289  -61.046  -67.398  177.071  162.410   -6.048 -163.077 -170.292  -44.526  179.974   29.945
4108  138.848  164.357  136.963  -25.059  -73.430  179.082  151.046    8.762  176.685 -161.858  -40.804  153.661   38.701
4109 -133.841 -171.324  107.888  -52.908  -79.902  172.778  169.410   -1.252   85.611   64.969  -46.945  179.877   34.467
4110  171.819 -178.476  125.560  -96.086  -60.030  179.077   66.507   -5.567   74.930  -22.310  -24.426  158.368   46.604
4111 -170.336 -173.462  146.787  -85.117  -70.299  178.093  178.724   15.476   78.376  139.788  -49.734  173.657   40.917
4112  166.567  157.964  135.565  -72.073  -75.132  179.362  167.812   31.065   60.613  104.964  -49.906  179.898   33.529
4113 -172.545  171.739  149.639  -71.947  -36.024  178.969  169.959  -14.517 -160.689 -177.934  -66.470 -174.442   29.168
4114 -171.737  174.203  139.533  -89.419  -84.242  172.055  161.587   17.715   80.469  -41.447  -50.758 -174.651   30.489
4115 -176.258  178.953  131.290  -69.929  -87.051 -166.252 -165.871    3.495   77.905  -43.518  -38.790  172.695   37.789
4116  121.612 -174.059  167.374 -135.790  -88.622 -177.954  172.379   10.110   69.807  104.112  -25.919  152.387   46.535
4117   93.580  171.913 -157.973 -134.361  -51.833 -178.427  168.585    2.950   91.517   72.880  -57.129  168.051   25.831
4118  158.197 -177.658  179.414 -136.910  -65.872 -176.122   88.613   -0.616   72.568  121.848  -62.300  179.047   23.393
4119  124.087 -158.780  179.378 -140.765  -55.374 -167.038   78.844    0.485   86.855  173.294  -73.035 -176.024    9.932
4120 -145.615  176.036  139.083 -124.338  -54.129  171.629  156.402    5.765   81.436  126.341  -57.501 -167.020   20.717
4121  142.212  177.193  132.816 -141.132  -88.894  164.643   44.484   -9.520   76.538   -7.517  -40.057 -176.642   24.232
4122  152.652 -169.446   96.086  -89.460  -53.471  165.800   63.609  -20.665   89.564    3.038  -33.954  142.955   24.702
4123  158.258  174.563  166.884 -106.451  -57.061  174.706  171.523    1.498   91.749  -40.051  -41.040  169.028   30.578
4124  159.522  178.456  145.054 -121.846  -72.260 -176.176  154.368  -13.504  147.818 -170.937  -52.469  170.411   29.500
4125 -154.562 -175.645  128.818  -77.484  -71.131 -175.388 -169.059  -21.979 -168.215  151.886  -72.300 -179.786   30.553
4126  140.336 -169.506  174.823 -136.981  -41.855 -161.968  165.709  -22.426   86.575 -128.224  -47.983  162.488   33.412
4127  138.475 -170.615 -173.073 -141.112  -70.870 -163.253  163.759   19.969   77.376   16.610  -45.664  166.292   22.612
4128 -167.034  175.436  139.483 -115.075  -36.726 -158.479  171.703    3.165   87.973  139.831  -47.001  164.034   26.945
4129  119.733 -167.314  159.604 -124.586  -77.211 -168.139  159.187    4.280   77.782  124.970  -70.914 -169.469   19.454
4130  167.761 -171.829  139.149 -132.446  -67.291 -163.348  174.663   -0.130   99.272  -73.695  -61.393  176.109   25.293
4131 -174.224 -172.998  130.059 -133.835  -78.803 -151.302  144.682    6.138   75.928 -118.484  -54.601  177.898   21.556
4132  165.633 -157.929  139.049 -153.144  -68.249  177.248  166.116   17.374   74.078  -26.486  -40.475  155.010   43.743
4133  135.688  177.121  165.290  -98.080  -77.902  176.187  131.581    1.583   96.468 -170.124  -57.355  162.796   25.547
4134  112.977  168.739 -164.186 -135.381  -53.405 -156.574  156.526   -9.576   76.628 -119.950  -54.075  174.571   25.485
4135 -174.660 -175.040  142.973 -137.609  -77.286  178.300  159.909   -7.280   71.257  122.512  -27.504  158.892   45.628
4136  125.644 -178.847  155.282 -140.036  -85.223  163.649   46.821   21.131   85.298  -93.535  -43.622  152.012   32.803
4137  153.647 -172.757  146.193 -146.251  -69.378  175.704   81.514    4.193   74.153   38.593  -44.479  154.724   35.218
4138  172.145 -170.947  134.895 -112.766  -58.162  178.557   81.538    0.506   80.027  120.267  -54.655  164.778   42.062
4139 -170.728  168.964  138.440  -77.860  -71.279 -178.389   82.232    0.959   86.044  -44.469  -58.389 -173.686   17.961
4140 -165.083 -165.134  121.771  -80.152  -71.184  179.764   51.710    2.547   85.057  103.918  -49.316  166.091  -11.547
4141 -169.810 -174.428  149.329  -61.164  -56.147  175.941   74.119   -2.965   83.669 -149.359  -30.852  147.878   56.599
4142 -145.505  167.175  160.687 -112.822  -75.576  174.737   96.813   -0.301   79.887  -18.299  -40.339  162.161   21.511
4143 -156.728  179.864  128.996  -60.281  -68.372 -167.886  165.927  -15.496   81.468  106.845  -44.054 -175.516   28.349
4144  164.519  168.538  152.375  -73.292  -52.127 -161.302  150.759   -3.740   88.692  166.252  -40.090  164.356   28.076
4145  149.751  163.130  152.642  -58.840  -56.044  174.615  179.073   -3.420   75.597    2.462  -58.699 -176.058   32.982
4146  167.110 -169.221  127.383 -118.145  -80.158 -179.079  175.789   -7.193   66.318  139.305  -51.010  177.215   29.539
4147  162.581  177.297  140.302 -124.916  -66.959 -178.946 -171.360   -6.510   70.262  134.696  -41.471  162.257   15.243
4148  159.950 -162.410  144.308 -131.228  -88.341  165.528  170.108  -10.954   66.150   11.574  -29.544  152.466   34.777
4149 -174.291 -177.758  121.577 -136.929  -74.926  162.199   48.772   -7.378   70.555  123.633  -50.332  175.798   36.340
4150  163.973 -171.441  137.745 -135.826  -73.791  174.952   60.499   23.768   78.140  139.303  -37.640  163.044   26.224
4151  173.295  174.209  149.127 -122.863  -85.208 -176.821  155.489   15.826   79.331  177.551  -55.266  178.107   27.398
4152 -157.434 -174.012  130.510 -126.423  -86.485  177.063  142.103   14.599   73.850  116.012  -45.220  170.446   34.933
4153 -169.819 -175.731  152.522  -41.184  -72.605 -178.880  138.310    4.419   74.106   26.717  -55.305  174.269   29.217
4154  151.679  171.861  145.623  -83.696  -42.309 -177.474  159.293   11.551   75.696  -16.313  -54.896  157.378   37.466
4155  147.913 -163.198  164.317 -128.548  -58.469 -177.093  144.630  -11.473   78.210   10.351  -47.859  157.823   42.020
4156  156.678 -174.921  166.397 -129.755  -73.214  168.133  140.529   -0.414   77.944  118.308  -44.690  158.250   40.039
4157 -154.690 -172.826  116.092 -139.361  -54.310 -173.621  172.249   12.765   79.989    7.728  -58.447 -176.042   23.969
4158  157.986  177.635  143.454 -128.257  -66.569  167.982  149.976  -12.482   82.612  147.302  -49.967 -178.749   21.365
4159 -103.016  171.122  148.192  -76.473  -74.059  179.435  143.172  -22.123   99.705  -26.155  -46.121  176.396   35.773
4160  179.703  166.500  152.320 -117.504  -37.394 -176.451  166.956    7.019   80.892 -126.815  -37.133  170.339   26.045
4161  172.030  166.026  144.792 -128.017  -70.743  169.579  150.899   -4.863   86.888  -45.202  -33.238 -179.264   23.120
4162  138.187 -165.733  160.101 -130.468  -49.156  178.112 -179.236   14.408 -177.877  159.349  -26.555  150.423   19.748
4163  124.773 -173.125  170.454 -151.617  -67.375 -175.967  164.628   -0.842   83.984 -113.102  -35.212  161.079   23.094
4164  163.847 -163.970  129.188 -154.806  -64.152 -169.120  167.156   23.777   75.036  -86.487  -39.746  165.246   39.228
4165  170.051  171.213  145.756 -100.535  -76.845 -164.222  143.494   -1.225   80.952  106.370  -55.649  178.496   36.325
4166  127.670 -170.521  149.315 -138.686  -79.183  173.887  165.657    2.442   84.767    6.594  -24.568  146.036   43.105
4167  138.205 -176.413  138.777 -136.237  -63.691  167.191  143.272   18.807   84.748 -151.781  -41.674  161.225   36.551
4168 -176.930  179.642  131.549 -135.859  -77.856  169.672   58.537    9.731   78.636  140.004  -27.042  156.751   35.871
4169  167.870 -174.018  153.493 -135.037  -63.497  167.125   56.353   -9.143   78.876 -110.660  -37.255  162.954   31.232
4170  172.132 -173.800  144.278 -126.433  -82.888  166.975   53.937   -5.039   74.104  108.561  -57.202  178.872   33.816
4171 -173.943 -168.609  128.458 -139.238  -79.317  161.269   63.329   11.274   78.017   57.880  -54.246 -174.317   21.937
4172  145.633 -174.886  156.205 -134.088  -72.460 -175.827   74.032  -11.874   75.413   13.425  -30.599  161.661   20.395
4173 -145.526  173.429  122.160  -61.275 -155.854 -176.288  144.380  -20.079   98.844   74.363  -53.471 -174.752   33.177
4174 -178.334 -165.209  122.703 -142.314  -69.517 -172.418  175.049   -5.786   91.137  166.258  -48.159  167.337   30.596
4175 -140.051  178.789  135.957 -118.005  -64.650  176.641  137.405  -26.815   79.824  111.637  -77.761 -179.646   31.962
4176  174.871 -178.573  154.946 -127.736  -81.405 -179.092  172.818   -5.401   66.446  123.787  -45.811  168.087   40.535
4177 -165.123 -177.160  130.759 -128.880  -52.374 -159.764   94.281  -25.742   88.785 -131.767  -64.965 -160.145   22.535
4178  168.177  170.294  127.450 -119.193  -33.680 -172.341  161.409  -17.164  100.549 -135.569  -47.817  173.468   44.198
4179  173.552  178.597  140.011 -122.047  -74.024 -173.981  144.064  -13.350   82.872  -42.411  -41.487  163.448   38.952
4180 -162.013  179.299  104.781 -143.856  -54.055  179.562  179.872    8.621   73.737  115.084  -40.822  159.315   35.702
4181  146.490  175.031  130.515 -148.646  -61.824 -169.329  178.297  -33.101   93.693   32.810  -52.710 -179.324   10.148
4182  144.205 -159.706  179.274 -124.205  -73.056  171.352  175.212   15.715   79.679 -167.180  -50.361  174.896   13.000
4183  143.758 -167.086  160.696 -125.521  -71.168 -177.180  159.437   -8.685   91.418  -40.918  -81.305 -167.398   10.289
4184  141.949 -174.983  139.420 -140.885  -60.433  164.304   45.365   -2.462   81.073   33.086  -27.843  150.161   25.378
4185  160.960  176.291  149.606 -121.743  -73.506  166.099   85.410    4.832   74.258   10.144  -45.729  167.505   31.007
4186 -173.690 -157.051  122.261 -112.878  -65.905 -162.545  139.755   -0.977   86.315  110.333  -58.402  174.719   26.210
4187  174.037  163.240  145.693 -128.385  -78.173 -162.739  178.636  -14.942   72.013  129.018  -39.522  170.264   33.309
4188  145.237 -167.766  162.647 -121.416  -63.332 -175.486  172.145   -4.796  103.285  170.346  -34.952  165.485    5.641
4189  124.946 -164.697  153.001 -149.996  -60.221  173.672  161.102   -7.472   77.907  -97.715  -65.880 -164.237   22.248
4190  130.428  176.401  173.991 -120.089  -64.493 -166.174  146.663   -6.155   67.020  121.283  -23.287  139.586   44.842
4191   85.500  177.764 -156.635 -148.571  -70.260 -175.367  172.948   10.205   77.865  -81.401  -81.720 -161.142    7.014
4192  119.269 -162.171  167.148 -126.775  -62.874 -179.162  156.214   -1.683   90.197   60.859  -32.518  158.402    9.621
4193  139.301 -155.442  153.240 -141.669  -61.271 -160.433   71.523   -6.460   97.806  140.416  -42.146 -170.353   21.727
4194  127.112 -163.432  159.385 -143.519  -75.396  173.108   73.131  -19.060  104.977   41.837  -35.700  164.882   17.307
4195  150.342 -162.720  174.833 -126.878  -69.159  177.919   56.166   -6.639   76.726    8.424  -62.795 -174.419   20.930
4196  138.387 -157.871  160.217 -121.744  -82.826  161.106   55.974   12.693   79.705 -175.161  -50.213  157.558   48.144
4197  172.654  179.538  150.603 -109.563  -63.789  168.441   74.270    8.809   63.531   -8.148  -37.602  175.889   25.704
4198  170.569 -179.148  151.284 -102.816  -74.872 -172.962   36.083    3.071   75.312  114.484  -45.603  169.217   20.011
4199 -170.829 -166.162  133.023  -78.227 -173.276 -167.122  143.724  -17.510   80.492   21.585  -55.777  168.837   43.125
4200  168.094  170.105  137.160 -107.307  167.745  176.317  151.974    0.330   71.096   15.352  -51.426  168.100   37.501
4201 -167.542 -171.200  154.835 -104.279  164.309 -167.398  170.593    9.650   67.908    1.395  -55.779  176.468   24.326
4202  160.887 -170.559  129.577  -77.089  168.961 -170.980  163.262  -18.362   93.737  107.937  -54.880  169.649   18.305
4203  137.261 -177.755  161.003  -94.168  161.424 -153.596   96.950   16.450   66.840  137.878  -30.845  145.677   44.240
4204  177.489 -173.076  125.902  -79.301  155.685  179.320   67.007  -16.383   77.131 -112.140  -31.446  159.245   44.164
4205  178.091  176.873  145.880 -107.208  164.099 -176.462  155.215  -15.508   88.878  -32.399  -45.702  162.479   37.329
4206  168.912  165.547  131.763  -66.703  149.340 -176.160  171.618   -9.752   75.907   -7.521  -22.728  146.498   40.809
4207 -170.939 -179.340  145.274  -80.183  161.622 -172.145  151.983   -2.502   83.855  141.660  -63.144  163.211   36.769
4208 -166.388  176.461  137.390  -75.855  158.963 -178.591  156.517   46.690   74.474  158.098  -45.326  174.226   36.356
4209 -177.033  162.237  131.542  -64.256  137.188 -164.651  132.429   -3.327   94.558   70.218  -73.836  175.101   27.126
4210  145.708  170.624  164.146  -99.589  178.024 -154.408  167.155  -11.656   72.498 -129.284  -70.660  170.120   29.168
4211  106.112  175.731  146.475  -77.979  164.608 -173.127   73.906   -1.328   69.574   -6.141  -39.958  169.534   23.989
4212 -175.901 -160.871  116.092  -87.858  168.503  172.272   78.448    9.694   77.341   14.972  -48.586  177.347   33.034
4213  168.029 -176.153  138.568 -110.845  166.305 -168.986  128.699   -0.902   87.640  -51.463  -46.731  169.851   35.497
4214  173.149 -178.824  143.401 -103.962  166.150 -160.357  143.600   -6.536   87.990  -39.596  -61.465  177.467   16.990
4215 -175.759  175.624  141.989 -108.245 -171.065 -162.609   66.432    6.049   90.767   45.875  -45.074  154.726   38.500
4216  169.279  173.240  139.638 -132.580  172.487 -169.278   56.515    9.431   71.512   18.399  -36.732  152.135   20.680
4217 -171.127  171.411  134.302 -116.552  167.369 -172.032   79.508    0.403   65.440  120.568  -48.410  162.017   30.707
4218  132.628  175.114  138.437  -77.491  161.738 -167.368  148.163    6.920   59.851  135.649  -64.846  161.211   27.477
4219 -168.655  164.575  139.835  -90.980 -174.472 -169.970  147.975  -47.783  104.504  150.633  -53.254  168.803   27.255
4220  179.765 -166.843  145.159 -127.024  177.010 -163.573 -174.752    3.740   80.226  -92.566  -57.394  171.507   27.678
4221  130.006 -177.643  172.928 -115.368 -175.868  178.459  162.304   -0.051   83.915  -77.440  -53.513  177.583   18.961
4222 -167.209 -169.100  121.665  -86.760  160.323 -174.291  151.455    8.350   78.961   65.938  -59.907 -179.337   -1.269
4223  166.022  174.524  145.663 -112.818  166.061  176.032  170.817   30.047   91.517   59.818  -29.554  168.806   15.652
4224 -166.631  174.378  132.926  -99.335 -170.501 -173.045  141.506  -15.261   73.342 -118.438  -65.870  173.732   39.289
4225 -154.004  173.137  168.960 -110.544  176.396  179.747  157.713  -23.713   91.455 -163.599  -51.241  165.292   34.190
4226  154.584 -177.132  179.114  -91.718 -174.188 -173.356  133.829  -18.584   93.421  101.111  -40.216  160.239   20.560
4227 -168.948 -174.459  151.697  -89.782  160.264 -170.085  167.227   -9.427   90.725  -21.498  -59.020  178.805   22.957
4228  171.665  173.556  150.918  -97.329  164.216 -171.035  144.148  -15.147   85.476  -10.430  -40.815  163.518   10.363
4229  163.190  165.657  150.367 -127.655  162.016  175.276  160.455  -15.227  101.101  -61.805  -38.982  159.385   35.440
4230  158.291 -176.706  167.097 -103.675 -176.349 -170.664  157.680  -21.409   79.469 -116.632  -43.970  154.169   43.094
4231  138.201  170.992  153.855  -87.605  165.240 -161.887  160.509  -15.972   96.643  -97.964  -41.022  166.034   27.991
4232 -152.742  164.391  138.839  -78.532  151.455 -158.845  173.103  -11.503   56.523  130.147  -42.398  171.526   16.884
4233 -148.820 -156.533  115.037  -91.960  156.309 -175.466  147.065  -25.706   85.030  118.553  -54.642  176.684   36.308
4234  169.625 -172.285  150.143  -95.828 -175.404 -171.330  157.756    3.443   85.432  -19.528  -51.848  167.436   35.581
4235 -155.746 -165.681  133.294  -89.683  161.705 -179.248  125.154   15.271   71.936 -116.043  -65.001  174.171   39.179
4236  159.751  166.085  164.082  -88.802 -173.807  170.915   74.027    9.018   77.055 -102.812  -57.660  162.054   45.178
4237  155.378  173.889  135.539 -110.860 -171.821  176.035  103.203    6.380   77.317  116.920  -52.979  171.524   29.413
4238 -169.226 -168.769  138.472  -83.224  159.126 -168.427  165.851  -14.467   83.481  129.307  -49.873  154.603   32.228
4239  151.780 -179.707  168.209  -93.285  178.514 -176.951  -57.249   13.071   63.500  -25.459  -45.875  159.999   23.886
4240 -177.280 -177.979  133.308 -108.924  150.262 -151.733  -51.359   31.607   71.600   13.594  -41.611  165.897   39.927
4241 -146.250 -171.871  132.601  -67.980   89.321  177.683   82.525   33.757   83.114  -66.111  -49.563  161.821   47.403
4242 -171.731 -171.128  121.376 -144.809  -61.587 -176.277  151.832   12.933   78.668 -102.613  -40.917  174.474   15.887
4243  166.476  171.519  158.228  -92.182  175.370 -167.606  178.737  -13.908   75.845  112.366  -51.752 -177.570   47.273
4244  159.882  169.556  144.370  -94.384  168.798 -162.314  157.668   -1.143   75.137 -119.848  -55.051  173.449   16.755
4245  154.423 -166.369  114.343  -77.376  175.035 -165.084  179.827  -12.346   92.916 -106.582  -68.397  175.163   24.094
4246  169.026  169.474  156.291  -86.362  167.204 -179.198  146.020    7.909   83.991  -61.509  -61.051  172.073   32.459
4247 -163.654 -179.736  167.236 -104.874  179.105 -160.216  164.715  -25.004   81.248   -4.855  -53.360 -171.185   26.415
4248 -141.348  175.578  141.086  -74.460  143.005  175.428  146.084    2.624   97.194   18.095  -42.552  166.153   25.333
4249 -147.817  170.348  152.833  -85.030  168.659  176.222  166.231   17.532   81.691  178.622  -47.000  169.384   17.960
4250  171.610  173.786  142.260  -78.731  165.155 -175.815  160.676   -5.236   70.306    6.674  -47.864  167.626   42.809
4251 -140.842 -174.913  121.856  -43.160  106.577 -154.874  150.553   -0.921   74.352  101.327  -50.004  162.912   36.469
4252  163.011  158.686  166.061  -96.325 -176.319 -173.167  132.678    2.457   90.275  -55.770  -64.239 -179.595   28.902
4253  158.481  174.258  151.520  -83.991  177.013 -173.947   71.614  -19.095   85.176   -5.622  -36.290  164.163   32.672
4254 -165.764 -171.822  141.598 -110.597  173.418 -170.486   85.779    8.975   78.003  103.741  -68.972 -174.620   30.569
4255  161.401  179.996  144.985  -82.096  148.770 -177.482 -177.618    4.047   71.114  122.739  -48.157  172.834   26.461
4256  161.492  178.973  150.959  -95.198  174.327  176.039  147.440    0.139   99.758   72.109  -61.991 -176.904    7.407
4257  179.570  169.003  135.359  -92.932  160.254  178.668  172.826    4.755   75.742  159.088  -62.081  174.672   33.752
4258  169.120 -176.456  142.205  -80.404  160.235 -164.256  165.384    8.648   89.390  155.913  -25.490  156.841   39.768
4259 -129.692 -171.429  121.107  -97.352  156.181  172.171  149.897    1.489   77.541  128.461  -62.207  174.250   13.950
4260  142.768  175.806  143.793  -85.207  177.846  177.746   85.164   -7.734   88.063   50.037  -45.808  157.562   41.152
