## Torsion are defined with the following atomIDs:
# dihed1: ai= 2442 aj= 2443 ak= 2444 al= 2445
# dihed2: ai= 2441 aj= 2440 ak= 2438 al= 2437
# dihed3: ai= 2440 aj= 2438 ak= 2437 al= 2436
# Frame#   dihed1   dihed2   dihed3
2474 -149.942 -122.505 -174.178
2475 -149.156  135.632 -151.612
2476 -140.831  141.158 -165.609
2477 -117.065  140.951 -153.276
2478  -10.282  133.764 -133.516
2479  -16.875  138.272 -163.831
2480   99.329 -170.552 -134.029
2481  -33.152  139.963 -141.303
2482  109.027  135.840 -145.432
2483 -121.089  141.201 -144.096
2484   56.244  112.823 -150.347
2485  -95.043 -126.298  172.105
2486 -136.339 -140.314 -166.614
2487  -91.909 -157.701 -154.567
2488   61.666 -142.655 -158.717
2489   27.541  152.615 -167.433
2490   67.842  140.103 -169.512
2491  163.827  145.001 -150.349
2492  -46.965  136.885 -150.993
2493 -170.796  123.414 -159.578
2494  149.995  156.692 -153.709
2495  -75.396  149.401 -153.770
2496 -121.722  136.802 -149.245
2497  -98.804  149.402 -150.179
2498   79.592  150.462 -143.689
2499   45.536  148.160 -152.196
2500   12.789 -147.715 -170.285
2501  -57.261  134.877 -149.114
2502  156.327 -153.387 -169.650
2503   -7.204  140.955 -169.367
2504  148.265  143.440 -137.663
2505  -58.110 -166.943 -167.955
2506  118.760  149.145 -151.471
2507  108.148  139.679 -149.681
2508  -78.411  152.483 -147.122
2509 -130.897  129.215 -164.854
2510  154.158  132.473 -145.988
2511  -35.064  140.271 -169.635
2512 -169.422  128.505 -151.334
2513 -135.844 -135.830 -161.318
2514  135.899 -149.912 -175.464
2515  -43.221   30.475 -170.296
2516  150.802   36.692 -159.633
2517   33.706   38.648 -152.951
2518   83.256  -38.852 -156.045
2519   74.303   12.929 -170.793
2520  -57.819   42.133  169.423
2521  108.708   45.806  170.010
2522   69.526  -15.335 -161.006
2523  142.288  -19.710 -152.061
2524    1.949  -16.235 -144.125
2525   34.846   11.114 -154.220
2526 -157.017   50.243  163.294
2527 -160.659   40.025  161.787
2528 -120.155   14.827 -154.637
2529   89.403  -30.609 -152.271
2530   11.325  -31.478 -138.473
2531   93.565  -37.588 -152.025
2532  110.238  -50.110 -148.527
2533  143.156  -32.273 -144.415
2534   65.333  -55.026 -123.232
2535  -64.416  134.670 -149.697
2536 -144.834 -150.456 -171.224
2537    1.437 -158.022 -159.834
2538  140.893 -133.913 -156.166
2539   39.383 -120.926 -160.898
2540  130.604  153.655 -144.092
2541  121.828  142.008 -119.658
2542  117.500  129.581 -140.368
2543 -166.419  123.289 -141.511
2544  154.672  157.024 -137.150
2545  167.622  123.868 -138.007
2546  161.470  143.619 -135.612
2547   47.624  127.759 -135.481
2548   66.987  126.911 -150.129
2549 -163.715  132.533 -149.433
2550   45.743  170.623 -143.291
2551  -10.562  146.195 -123.897
2552   -0.193 -139.700 -161.255
2553  131.705  154.876 -169.676
2554  140.376  133.528 -149.135
2555  135.140 -154.753 -163.085
2556  -91.069 -162.021 -152.512
2557   65.112 -140.663 -164.370
2558 -126.618 -119.023 -164.091
2559  -52.229 -149.884 -151.973
2560  155.926 -136.295 -168.123
2561  -78.546 -137.041 -175.930
2562    8.054 -138.736 -175.688
2563  -25.960 -145.451 -152.467
2564   77.914 -158.615 -172.374
2565  147.830 -141.811 -172.232
2566  -76.019 -141.756  178.017
2567  -71.526 -144.125 -166.331
2568  -67.554 -132.189 -174.470
2569  161.002 -132.583 -174.749
2570   60.597 -138.327 -161.832
2571   52.902 -148.010 -159.744
2572  -27.338 -155.859 -164.124
2573   44.026 -155.541 -159.906
2574 -119.207 -140.730 -163.032
2575  148.470 -123.773 -177.129
2576   61.891 -150.900  170.213
2577  -41.089 -142.072  175.632
2578  134.871 -149.346 -157.455
2579   96.248 -115.852 -174.410
2580  157.604 -131.404  179.108
2581 -170.221 -115.658 -176.805
2582   18.500 -137.352 -165.749
2583  127.691   35.744 -145.866
2584   21.347   67.954 -160.547
2585  -99.844   40.056 -154.430
2586  162.715   46.971 -164.722
2587  111.071  -27.611 -165.896
2588 -147.308  -47.513 -178.539
2589   72.682  -40.800 -167.486
2590 -170.972  -31.812 -150.704
2591  -75.275    6.028 -153.637
2592   76.160  -26.856 -152.902
2593 -109.973   29.051 -166.198
2594  -61.104   41.021  156.906
2595  137.093   26.826 -162.351
2596  -99.543   45.641  167.231
2597   20.639   49.772 -175.523
2598 -166.369   46.075  165.228
2599  167.035   57.422  174.887
2600 -134.571   16.715 -161.198
2601  100.114   52.850  179.505
2602   55.518   18.823 -166.517
2603 -143.675   56.123  161.329
2604  153.364   49.818 -167.544
2605  -29.251   52.665 -160.715
2606  -86.363   53.210  178.543
2607  156.837  -53.460 -176.076
2608   -8.193    7.192 -179.309
2609  173.677   36.326 -174.381
2610 -146.514   22.586 -166.251
2611  136.291   22.342 -161.793
2612   80.741  128.472 -162.521
2613 -134.186  -85.526 -165.538
2614  -53.116 -159.654 -177.198
2615 -107.999 -152.396 -172.724
2616 -139.775 -135.188  158.948
2617  -74.155 -148.847 -175.433
2618  -86.405 -149.022  165.255
2619 -131.846 -170.679 -155.492
2620 -146.605 -125.609 -171.963
2621   77.533 -148.361 -176.250
2622 -136.999 -135.974  176.241
2623  148.128 -135.598 -174.593
2624   52.345 -126.329 -179.597
2625 -100.069 -146.859  172.592
2626   28.399 -160.289 -174.844
2627  176.037 -138.211  173.129
2628  -34.282 -146.758 -176.079
2629  159.100 -142.908 -176.834
2630  -79.951 -129.364  178.065
2631 -130.886  143.894 -155.220
2632  -63.735  161.376 -152.826
2633  175.864 -146.943 -162.910
2634  -53.407 -169.953 -173.039
2635  -35.389 -142.541 -169.202
2636    4.317 -149.668 -157.819
2637 -116.509 -153.917  173.794
2638   36.775 -138.182 -176.579
2639   72.948 -137.434  173.423
2640  -89.083  151.959 -160.849
2641  -56.525  161.510 -174.094
2642   67.241  142.180 -177.139
2643   32.063  144.378 -145.235
2644  146.830  168.279 -157.829
2645  -79.813 -174.648 -155.655
2646   47.173 -121.931 -171.011
2647 -132.350 -158.719 -169.407
2648  -83.278 -144.083 -167.121
2649   24.930 -117.398  165.739
2650   -9.387 -170.994 -155.912
2651  -53.789  146.098 -152.944
2652  162.406   57.010 -146.984
2653   35.136  -47.130 -148.578
2654  -99.009  -35.715 -158.318
2655 -135.185  -42.982 -152.909
2656    1.628  -27.647 -154.435
2657 -135.071   34.581 -177.237
2658 -129.455   51.874  174.659
2659  -45.018   43.567  179.788
2660  158.458   35.856 -175.233
2661  -65.613   55.943  158.576
2662 -147.813  -45.422 -152.818
2663  132.249  -59.412 -151.876
2664   47.706   21.539 -157.757
2665  124.217   23.098  167.533
2666  -30.723   32.104  172.356
2667  -38.648   56.599 -178.953
2668   -3.340   52.508 -163.993
2669 -147.143   47.659  170.093
2670  129.611   20.161 -160.657
2671  -27.896   51.741  175.046
2672   48.811   39.434 -167.825
2673  -47.200   68.311 -178.036
2674   81.153   44.786  175.995
2675  112.449   21.219 -172.308
2676 -101.505   55.228 -170.457
2677   93.736   45.983  173.231
2678  119.215   28.349 -173.577
2679  143.592   23.872 -177.722
2680  -32.552   28.565  174.024
2681  -98.736   63.787 -179.362
2682  -78.362   34.656 -155.664
2683  -12.755  -41.682 -153.448
2684   56.587  -24.666 -155.005
2685   26.684   39.931 -163.464
2686   35.479   51.295 -176.514
2687  105.921   19.642 -177.782
2688   51.154   55.903 -174.911
2689  -21.386   52.288  174.305
2690  -13.811   37.594 -173.334
2691  142.668   44.736 -173.449
2692 -124.490   59.912 -170.393
2693 -128.317   43.486 -176.291
2694  124.259   41.450 -171.693
2695   87.145   39.611 -175.680
2696   80.164   22.109 -163.078
2697 -110.015   60.915 -166.531
2698   84.376   32.318 -179.702
2699  102.438   44.857 -164.033
2700  125.962   54.103 -166.468
2701  138.743   38.970  178.880
2702   -0.238   27.587  177.453
2703 -145.415   46.235  166.832
2704  110.331   37.980  168.455
2705   67.374   42.040  178.797
2706 -149.315   29.029  178.973
2707 -109.112   30.714  161.567
2708  146.100  -42.620 -156.547
2709  118.136  -26.906 -158.467
2710  138.316  -33.279 -152.748
2711   26.652  -40.848 -150.025
2712  145.665  -25.341 -160.376
2713 -154.737  -36.414 -146.407
2714  -44.591    5.974 -153.617
2715   81.294  -38.215 -130.245
2716  -64.443   40.177 -170.210
2717   50.444   58.098  173.495
2718  -23.369   19.907 -173.853
2719  139.922   53.031  158.748
2720  102.899   48.292 -176.017
2721  138.947   37.409 -171.721
2722  125.523   57.035  178.640
2723   26.664   32.787 -163.045
2724   77.157  -36.081 -172.505
2725 -140.205   29.852  158.480
2726  124.530   31.944 -173.468
2727   29.798   34.505 -172.794
2728  126.626   44.461 -171.968
2729   29.336   36.320 -165.766
2730  126.428   32.795 -166.639
2731   92.137   42.970  170.679
2732   99.322   38.757 -176.946
2733  -25.123   28.369 -163.765
2734 -154.200  -54.405 -145.746
2735 -109.264  -42.220 -160.864
2736    9.149    5.426 -173.254
2737  118.284   44.095  178.288
2738 -114.265   51.263  178.748
2739 -134.593   34.453 -167.321
2740  105.648   37.431 -176.459
2741  130.611   50.953  175.129
2742  143.591   20.111 -161.575
2743  -61.936  -37.068 -161.570
2744   63.710   26.405 -166.640
2745 -139.925  -44.259 -156.628
2746    0.953  -27.047 -154.487
2747  -98.877  -57.868 -168.994
2748   24.112    7.281 -151.585
2749 -112.224   35.043  171.582
2750 -131.813   36.672  167.128
2751 -175.733   33.522 -174.115
2752   34.266   44.012  170.007
2753  148.512   52.218  163.545
2754  -98.202   16.224 -170.142
2755   17.820   32.224 -166.162
2756 -134.128   55.421  178.321
2757 -158.974   30.232 -169.082
2758  -64.476   29.744 -172.216
2759  -44.200  -51.867 -148.402
2760  -28.839  -42.781 -149.063
2761  -88.509  -37.421 -144.265
2762   -8.374  -37.650 -166.833
2763    5.646   54.693  162.286
2764  -82.125   55.527  177.914
2765   21.132   60.302 -173.897
2766  -74.462   60.599 -157.832
2767  -78.081   58.398  160.174
2768   99.679   41.609 -156.738
2769   94.024   32.813 -164.059
2770  -70.484   59.536  172.704
2771  152.607   25.845 -152.485
2772  140.110   24.588 -145.431
2773   64.070  125.221 -152.146
2774 -122.753   43.662 -136.964
2775 -167.990   28.840 -143.465
2776 -162.459  -48.870 -116.577
2777  118.308  -70.215  -99.939
2778  -61.259  -56.524  -89.644
2779   -2.368  -39.604 -155.333
2780   90.034  -12.654 -129.178
2781  142.187   37.963 -155.490
2782   13.222   51.882 -155.938
2783 -142.647  133.289 -150.529
2784 -177.101  132.840 -137.028
2785   84.418 -151.989 -178.102
2786   -5.652 -152.786 -175.299
2787  -47.744 -130.868 -157.079
2788 -122.700  165.273 -145.420
2789  -78.267 -153.262 -165.044
2790  121.121  132.601 -158.605
2791 -163.591 -147.680 -163.008
2792 -135.826  138.517 -156.371
2793  125.507  138.136 -142.471
2794  167.456  135.629 -159.139
2795  167.104 -149.420 -160.928
2796  152.867 -136.346 -176.155
2797  127.782  152.913 -156.931
2798 -116.893  147.479 -167.058
2799 -176.719  136.998 -159.768
2800  112.880  160.111 -163.370
2801 -153.338  158.661 -162.606
2802  -75.944 -138.615 -168.251
2803  127.077  139.230 -147.744
2804   66.812 -141.771 -173.436
2805  154.720  148.246 -155.969
2806  -72.944  132.037  177.839
2807   40.240  131.836 -173.099
2808  135.760  156.775 -157.040
2809  -28.199 -160.435 -158.365
2810  -73.033  133.551 -157.925
2811   38.376  155.135 -143.352
2812  146.144  153.241 -148.227
2813 -132.329 -142.526  160.673
2814  -29.683 -136.355  175.823
2815 -174.696 -131.555 -165.321
2816  -13.097 -152.695 -172.117
2817 -159.852 -138.620  168.641
2818  -95.869  144.133 -140.452
2819  167.758  146.988 -174.464
2820   11.153  141.980 -155.451
2821  144.683  146.421 -139.969
2822   26.105  148.406 -155.303
2823  -50.948 -170.218 -177.691
2824   80.202 -153.835 -178.767
2825   58.992 -132.407  158.605
2826   19.272 -130.527 -161.830
2827 -128.268 -135.771 -173.082
2828   17.698 -135.840 -168.729
2829  -64.404  150.578 -157.059
2830   18.268 -144.652 -159.774
2831   98.873 -144.513 -166.420
2832   49.691 -161.011 -150.681
2833   16.898  144.587 -164.467
2834  106.426  153.427 -165.936
2835 -165.231  144.429 -142.496
2836   31.792  149.543 -167.256
2837    8.020 -143.182 -175.778
2838   50.603  136.932 -164.726
2839  -12.806  144.964 -171.333
2840  112.166  120.774 -153.738
2841 -166.718 -143.283 -161.411
2842  137.257 -140.947  177.139
2843 -144.921  132.043 -167.030
2844   -7.949 -153.983 -179.475
2845   74.631  137.326 -174.230
2846  153.298  138.545 -161.058
2847  153.509  134.495 -149.942
2848   85.323 -135.367 -165.658
2849  109.067  135.262 -161.515
2850  126.951  179.767 -154.139
2851  120.057  158.090 -170.534
2852 -135.119  142.544 -172.866
2853   59.062  135.428 -154.327
2854 -108.378 -132.158  175.563
2855  163.094 -127.923  175.354
2856 -134.122 -108.413 -169.446
2857 -125.374 -142.372 -172.280
2858   13.206 -153.969 -151.586
2859  140.647 -120.100  175.529
2860  110.616  -26.156 -171.728
2861  165.472   36.350 -171.736
2862  -17.587   57.474 -172.168
2863 -164.885   43.474 -164.417
2864 -121.771  174.289 -157.234
2865  -50.185  117.479 -149.195
2866   -4.965  142.554 -163.930
2867  171.121  133.598 -140.967
2868 -106.268  135.787 -136.030
2869 -144.531  167.368 -158.561
2870   61.135 -132.022  176.223
2871 -111.867 -132.295 -176.400
2872  148.826 -145.254 -166.284
2873   54.231 -147.550 -175.073
2874   66.957 -152.212 -162.821
2875  -18.395 -142.956 -168.251
2876  165.053 -145.573 -160.232
2877    3.488 -126.549 -170.437
2878  131.834 -139.192 -155.560
2879  120.568 -120.857 -154.551
2880 -149.575 -145.849 -162.319
2881   34.324  -57.975 -155.305
2882  115.884  -52.405 -148.339
2883 -174.363 -140.933 -166.419
2884 -158.691 -142.123 -173.850
2885  -41.850 -129.987 -175.276
2886  135.314 -126.652  177.507
2887  -57.068 -155.215 -177.124
2888  -49.641 -136.556 -173.876
2889 -163.388  139.117 -167.327
2890  -56.469  143.190 -137.807
2891   86.721  134.953 -161.174
2892 -160.064  131.179 -132.721
2893 -169.347  128.618 -151.084
2894   84.435  139.641 -139.840
2895   89.660  127.797 -142.006
2896   61.117 -139.893 -169.713
2897 -126.614 -148.190 -161.655
2898   59.315 -152.342 -157.257
2899   95.032  130.673 -152.713
2900 -147.824  110.331 -141.856
2901  135.053  120.540 -164.253
2902 -176.976  149.019 -143.250
2903  -10.489  122.600 -163.556
2904   19.973 -141.146 -159.435
2905   83.744  156.927 -157.370
2906   64.009  141.674 -133.608
2907  -33.113  146.068 -139.301
2908  -62.776  138.975 -164.723
2909   63.921  147.119 -153.904
2910 -168.595  133.008 -144.610
2911  153.999  161.795 -137.039
2912  -47.060  138.980 -148.436
2913   90.042  154.047 -134.380
2914   -5.951  135.671 -144.094
2915  167.102  140.494 -159.584
2916   76.475   96.792 -155.111
2917  -32.995  -35.354 -140.098
2918   31.234  -39.026 -144.777
2919  155.411  -48.403 -144.135
2920  147.192  -34.178 -144.008
2921  -44.755 -151.367 -175.574
2922  -25.379 -153.505 -162.899
2923   54.202 -146.741 -154.822
2924   28.712 -140.668  159.363
2925 -114.985  -44.886 -160.509
2926  126.583  -45.889 -131.151
2927 -128.941  -52.563 -156.033
2928   22.671  -39.077 -157.425
2929   11.390  -52.414 -149.604
2930  -92.683  -65.766 -133.133
2931   12.544   49.849 -168.767
2932  103.825   63.746 -162.669
2933  177.328  -65.286 -152.398
2934  162.676   -4.001 -148.729
2935  137.477  -54.576 -132.622
2936   43.705  -31.782 -142.197
2937   -0.722  -46.985 -158.278
2938   32.664  -60.789 -146.355
2939   36.910  -55.586 -145.024
2940  103.853   56.756 -156.312
2941 -163.993   35.776 -169.043
2942   94.474   39.046  178.510
2943 -155.767   50.121  158.455
2944   41.453   31.525 -152.492
2945  153.317   22.316 -146.644
2946  -16.906   42.619 -176.001
2947 -116.888  111.841 -135.481
2948 -174.393  129.288 -160.417
2949  -36.071  165.587 -152.583
2950  -75.169  133.937 -145.476
2951    7.535  157.373 -155.156
2952  130.085  146.410 -164.079
2953   27.496  142.930 -154.550
2954   76.750  157.542 -161.036
2955 -167.872  130.064 -164.239
2956   61.059  129.385 -143.343
2957  -22.781 -134.781  170.171
2958  116.610 -147.616 -159.929
2959  -46.927 -111.076  165.892
2960 -122.503 -121.492 -174.599
2961 -136.087 -124.692 -175.095
2962  148.261 -167.429 -159.256
2963  -99.269  157.183 -177.750
2964   13.274 -135.993  166.591
2965 -118.506 -129.817 -164.842
2966 -132.704 -133.591  168.902
2967  106.805 -138.233 -178.125
2968  131.750  151.632 -139.781
2969  -30.280  155.160 -143.105
2970  100.899  137.624 -165.230
2971 -125.216 -169.780 -175.559
2972  140.179 -142.960 -173.863
2973 -179.016 -171.757 -152.254
2974  -51.138 -127.207 -162.428
2975 -124.932 -150.024 -176.648
2976   10.417 -122.372 -144.908
2977 -135.629 -116.783 -171.653
2978 -175.643 -124.659 -158.821
2979  -62.236 -136.499 -149.372
2980  -12.254 -148.117 -172.748
2981  101.731  118.119 -148.921
2982   41.198  169.458 -154.318
2983   40.406  144.198 -165.058
2984 -143.498 -124.882 -179.515
2985  -92.363  -42.297 -120.343
2986  135.091  -41.758 -136.434
2987 -121.825   41.019 -177.184
2988   65.752  141.560 -144.225
2989  160.507  146.472 -166.261
2990   45.834  159.596 -149.719
2991  -30.469  126.746 -155.533
2992   68.511  136.332 -151.284
2993   -1.945  135.814 -151.768
2994 -161.821 -142.712 -173.705
2995  -39.398  128.630 -136.546
2996  -39.219  149.696 -141.111
2997   65.064  154.244 -150.032
2998  153.036 -127.370 -166.336
2999 -112.471  -91.561 -173.979
3000  -17.803 -132.974 -162.729
3001  -29.147  155.682 -160.121
3002    6.490   21.681  166.690
3003  -81.322  -34.732 -135.180
3004 -141.817   26.208 -160.707
3005 -114.324   23.696 -165.881
3006   41.368   36.277  158.203
3007  100.727   61.291 -172.696
3008  -86.961   44.606 -175.521
3009  122.047   25.009 -163.759
3010 -119.583   37.281  179.884
3011   58.740   19.327 -164.166
3012   72.864   33.570 -150.643
3013 -126.692 -128.687 -166.964
3014  -55.911  -72.776 -155.318
3015   95.441   37.586 -152.145
3016  167.718   30.294 -148.720
3017    4.698   53.511  168.257
3018   18.216  148.283 -156.041
3019   34.211   29.679 -172.559
3020   77.912   39.911 -172.952
3021 -168.858   77.715  177.757
3022  -90.905  -45.039 -171.598
3023  146.375  -49.577 -147.698
3024   82.109 -133.251  175.616
3025  -81.649 -155.900  164.627
3026 -111.171 -161.162 -169.443
3027   -9.263  126.908 -141.960
3028   34.986 -146.991 -154.933
3029  140.652 -139.601 -178.806
3030  104.165  -49.128 -177.391
3031 -163.163   10.062 -154.233
3032  -60.822   57.544 -165.482
3033 -121.904   26.952 -165.862
3034 -114.959   51.220 -172.587
3035  -74.729   37.994 -179.225
3036 -144.133   62.036 -170.663
3037   47.934   53.059 -162.330
3038   35.060   32.634 -161.825
3039  -97.337   57.745 -173.335
3040   30.251   21.938 -155.190
3041  163.726   69.060 -158.535
3042 -159.635   45.187 -167.586
3043 -133.702   15.701 -168.421
3044  114.776   39.567 -158.968
3045   59.422   47.526 -172.111
3046  134.181  -28.693 -163.538
3047   44.293  -43.914 -137.778
3048  -85.880   -3.438 -149.180
3049 -110.961   34.284 -173.781
3050  -46.263   74.463 -161.457
3051 -166.171   54.907 -171.965
3052  -38.221   12.416 -166.651
3053   84.405   41.859 -177.221
3054  -76.954   31.143 -161.805
3055   25.520   56.078 -174.542
3056  -32.573   38.966 -157.701
3057  -16.618   33.294 -160.583
3058  -35.326   26.808  171.806
3059 -171.755   47.895 -162.523
3060  132.595   52.146 -147.576
3061  166.428   45.830  147.563
3062   22.546   40.639  159.562
3063  164.192   48.999  137.768
3064    4.606   55.960  140.788
3065   46.430   35.568  164.743
3066  -93.147   57.905  165.142
3067  -85.281   33.666  175.986
3068  -99.069   29.878  160.180
3069  150.248   23.374  164.766
3070  -80.598   50.634  143.967
3071  -94.507   44.737  176.181
3072  -49.784   24.388  174.550
3073 -102.428   31.211  157.906
3074 -143.987   47.600  159.655
3075  -94.946   35.238  159.478
3076  -55.130   40.252  163.899
3077 -173.134   50.852  165.939
3078   91.301   51.609  148.085
3079 -104.560   48.264  165.455
3080   71.000   29.837  161.850
3081   79.107   46.197  142.603
3082 -107.528   35.718  165.317
3083  145.438   39.203 -179.587
3084 -107.072   49.926  157.663
3085 -169.807   38.539  167.010
3086   30.745   47.988  156.274
3087   56.404   42.064  149.725
3088  143.780   44.716  157.284
3089 -127.431   38.836  161.632
3090  -85.848   34.518  174.164
3091 -156.605   46.947  168.808
3092   29.710   43.121  152.141
3093   -9.917   45.110  156.857
3094   39.599   15.016  154.876
3095   22.769   42.778  159.996
3096  141.771   38.685  157.278
3097  110.382   40.341  151.561
3098   51.523   35.781  165.006
3099   27.852   24.396  179.103
3100   15.775   50.842  167.116
3101   87.801   45.897  156.782
3102  151.544   38.795  150.472
3103   87.786   31.933  164.830
3104  146.168   55.665  160.463
3105  -88.508   40.629  163.071
3106  151.838   55.783  145.026
3107  172.869   32.605  157.309
3108  -48.154   45.260  149.506
3109  -63.110   36.763  156.304
3110   32.405   48.441  144.708
3111   79.364   50.847  158.079
3112  -46.201   47.222  150.076
3113  160.449   44.357  162.203
3114   88.771   40.219  155.678
3115  168.453   34.534  168.265
3116  169.235   38.361  148.345
3117   14.360   32.836  160.732
3118 -110.098   57.268  155.125
3119   79.761   57.480  142.473
3120 -110.933   24.973  172.181
3121   43.816   49.267  157.031
3122 -126.983   52.804  156.066
3123   22.610   29.003  164.867
3124   19.702   42.919  165.943
3125  158.246   52.043  155.821
3126  -47.012   22.663  148.014
3127 -155.541   13.316  152.911
3128   46.606   36.397  156.740
3129   35.569   42.850  148.573
3130  -76.526   44.497  136.667
3131 -104.354   40.230  166.109
3132 -159.818   45.824  152.513
3133  -66.874   29.160  149.063
3134  -96.297   47.389  153.675
3135  -38.253   53.059  130.931
3136 -161.325   56.016  160.260
3137   56.312   52.408  159.233
3138   58.349   35.185  135.763
3139 -171.002   31.874  153.064
3140 -166.848   41.693  155.626
3141   33.052   51.641  160.694
3142 -170.584   44.587  149.193
3143   67.788   42.181  142.386
3144  -20.115   30.194  163.621
3145 -109.059   20.832  125.432
3146  136.528   61.341  149.013
3147  -53.244   34.900  143.266
3148   97.685   43.178  155.125
3149  -99.641   34.737  147.782
3150  -37.167   41.418  161.697
3151  -99.289   54.706  137.709
3152 -130.542   44.702  137.769
3153  161.698   44.401  143.934
3154  166.549   57.498  140.042
3155   73.778   27.844  142.503
3156  115.206   46.462  138.149
3157  -17.425   43.878  142.544
3158  -72.180   54.413  154.617
3159 -110.259   32.654  133.462
3160   89.651   46.740  145.718
3161  136.976   58.755  144.510
3162   -8.270   22.696  131.475
3163  -55.412   31.657  150.415
3164 -151.769   35.229  124.917
3165  -74.778   42.402  170.089
3166  -70.660   35.756  133.998
3167  -60.442   30.089  152.752
3168   88.712   23.653  162.871
3169   76.567   27.809  151.260
3170 -155.295   45.944  173.941
3171 -145.034   24.035  122.979
3172  -43.822   25.664  163.433
3173  -48.734   48.198  157.168
3174  154.435   33.736  168.508
3175 -138.836   22.509  154.046
3176 -178.710   44.186  158.809
3177  115.629   14.754  168.421
3178   16.648   25.058  156.775
3179  -35.412   31.737  150.669
3180  -87.876   64.102  153.394
3181  -32.484   27.826  162.626
3182  128.245   15.485  160.905
3183   73.347   62.590  142.425
3184 -122.211   54.709  174.098
3185  -63.310   51.723  155.706
3186  133.844   13.264  155.175
3187  113.875    7.311  146.339
3188  119.029   22.628  133.714
3189  -44.804   34.028  156.633
3190  -51.980   45.698  172.381
3191 -125.598   53.279  158.055
3192  -84.007   63.911  154.946
3193   90.762   -0.630  160.348
3194  123.031   22.460  147.267
3195  -33.194   32.462  169.713
3196   89.000   38.944  175.947
3197  -39.727   48.537  167.854
3198   56.463   41.120  145.294
3199 -122.437    5.609  156.493
3200  121.238   41.289  154.524
3201 -141.273   -4.453  137.679
3202 -136.884   34.943  154.978
3203  -88.621  -16.785  174.785
3204 -149.704   35.829  151.280
3205  -31.705   35.411  171.901
3206  -47.010   32.546  159.448
3207 -158.158   45.826  156.796
3208 -158.213   48.005  142.783
3209  134.800   47.188  148.646
3210   50.495   26.701  147.081
3211  100.283   44.682  120.362
3212   89.629   43.508  152.551
3213  113.467   49.413  165.013
3214   91.722   30.466  150.173
3215 -164.156   21.632  145.969
3216 -156.012   -4.606  146.389
3217 -151.299   28.776  134.494
3218   72.849   51.550  141.818
3219   -8.198    5.787  148.051
3220   93.411   35.655  147.164
3221 -167.697    4.982  167.412
3222 -173.641   -1.977  172.574
3223 -140.839   27.480  134.800
3224 -163.088   19.836  175.443
3225  164.913   24.189  155.429
3226 -160.692   28.848  162.391
3227 -110.547   34.489  141.431
3228  115.550   30.506  155.343
3229   87.803   48.875  140.494
3230  -20.161   35.408  156.019
3231 -132.946   -2.432  150.340
3232  -66.895   43.379  142.474
3233  -72.332   45.661  153.807
3234  142.496   23.770  156.962
3235  -51.554   -9.302  170.692
3236  -71.523   38.646 -177.415
3237  -36.405   58.380  147.145
3238 -105.764   41.203  164.486
3239  -40.269   41.002  170.793
3240  153.277   22.065 -179.145
3241  -12.723   34.487  172.640
3242  171.488   48.369 -167.490
3243   36.378   44.227  171.946
3244   63.309   37.318  169.988
3245 -164.638   49.226  159.499
3246 -103.686   32.695  159.230
3247   -5.676   46.205  164.619
3248 -175.417   46.978  164.655
3249  -85.116   42.907  168.837
3250  -79.874   55.408  174.148
3251   68.025   43.753  153.114
3252  159.686   38.722  151.867
3253   22.107   41.890  163.285
3254  -55.893   37.620  168.995
3255  -44.574   31.729  166.344
3256   50.425   35.950  165.019
3257  -45.400   40.813 -174.416
3258   64.375  -33.205 -169.322
3259   78.145  -26.611 -164.220
3260   71.276   47.067  163.903
3261   78.995   44.835  159.996
3262 -107.429   30.471  160.201
3263  -78.099   41.495  168.307
3264  -28.362   33.799  163.202
3265  144.114   35.117  145.758
3266   29.001   54.430  144.591
3267  -67.736   40.240  138.754
3268  -83.408   47.109  154.256
3269   65.991   54.691  121.327
3270 -154.246   13.062  147.452
3271   60.014   41.518  147.204
3272  179.449   24.218  172.442
3273  176.926   56.675 -153.560
3274  164.856   57.283 -177.651
3275  -81.883   61.834 -157.820
3276  144.314   58.774 -155.172
3277   46.702   38.653 -153.132
3278  163.782   55.303 -174.811
3279  158.599   43.639 -174.029
3280  -55.326   71.950 -178.767
3281    9.487   57.554 -150.469
3282  145.963   39.736  173.721
3283  174.705   58.527  179.285
3284  158.012   46.196 -167.379
3285  -74.912  126.659 -164.442
3286  -86.617  142.910 -177.661
3287   34.813  105.434  176.553
3288  -65.405  153.773 -175.652
3289   30.445  154.968  169.937
3290 -124.914  139.195  176.241
3291  -65.878  168.857  175.455
3292   80.853  148.571  174.958
3293  174.087  136.134 -174.210
3294 -136.000  149.816 -178.971
3295  165.728  126.408 -165.918
3296  -49.424  150.219 -170.279
3297 -137.898  143.863 -176.085
3298  -70.803  136.161  172.202
3299 -134.666  141.516 -179.244
3300   -1.517  147.308 -171.164
3301   69.741  126.736 -155.934
3302 -153.755  148.122 -172.015
3303  -56.242  134.034 -173.613
3304   89.415  159.553  178.583
3305   62.084  142.859 -161.160
3306  -28.347  134.673 -175.482
3307   12.835  130.687 -162.117
3308  160.131  130.652 -170.953
3309 -133.300  141.721 -162.409
3310  131.811  131.980 -161.116
3311  -66.634  147.781 -164.278
3312  142.192  159.566  177.617
3313   19.214  144.773  176.775
3314  119.705  149.915  174.456
3315   81.167  130.072 -176.463
3316 -162.876  142.195 -162.800
